COUNTRY,DATE_RCRDED,TIME_RCRDED,QUERY,SRCH_AMZN_RANK(S),SRCH_AMZN_YCOORDS,NO_OF_TEXT_ADS,AMZN_APPS_IN_TXT_ADS,AMZN_TXT_AD_COORDS,GSHOP_CRSL,GSHOP_SIDEBAR,AMAZON_PSTN(S)_IN_GSHOP_ADS,GMAPS_WIDGET,TEXT_AD_DOMAINS,TEXT_AD_Y_COORDS,GSHOP_AD_DOMAINS,MAPS_Y_COORDS
France,27/11/2022,23:33:03,buy shampoo,[7],[1406],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[2053]
France,27/11/2022,23:33:11,buy shampoo,[7],[1406],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[2053]
France,27/11/2022,23:33:33,buy shampoo,[7],[1406],0,None,None,FALSE,FALSE,None,FALSE,None,None,None,None
France,27/11/2022,23:33:46,buy shampoo,[7],[1075],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[2053]
France,27/11/2022,23:34:14,buy shampoo,[7],[1075],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[2053]
France,27/11/2022,23:34:21,buy shampoo,[7],[1406],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[2053]
France,27/11/2022,23:34:36,buy shampoo,[6],[947],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[2053]
France,27/11/2022,23:34:58,buy shampoo,[6],[947],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[2053]
France,27/11/2022,23:35:09,buy shampoo,[6],[947],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[2053]
France,27/11/2022,23:35:26,buy shampoo,None,None,0,None,None,FALSE,FALSE,None,FALSE,None,None,None,None
France,27/11/2022,23:35:32,buy shampoo,[6],[947],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[2053]
France,27/11/2022,23:35:45,buy shampoo,[7],[1406],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[2053]
France,27/11/2022,23:35:51,buy shampoo,[7],[1406],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[2053]
France,27/11/2022,23:36:14,buy shampoo,[6],[947],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[2053]
France,27/11/2022,23:36:32,buy shampoo,[7],[1406],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[2053]
France,27/11/2022,23:36:41,buy shampoo,[6],[947],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[2053]
France,27/11/2022,23:36:53,buy shampoo,[7],[1406],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[2053]
France,27/11/2022,23:37:00,buy shampoo,[7],[1075],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[2053]
France,27/11/2022,23:37:07,buy shampoo,[7],[1406],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[2053]
France,27/11/2022,23:37:24,buy shampoo,[7],[1406],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[2053]
France,27/11/2022,23:37:43,buy shampoo,[8],[1534],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[2053]
France,27/11/2022,23:37:53,buy shampoo,[7],[1406],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[2053]
England,27/11/2022,23:41:07,buy shampoo,[6],[2556],5,None,None,FALSE,TRUE,None,TRUE,"['itsa10haircare.co.uk', 'www.cosmetize.com', 'www.lookfantastic.com', 'todayslifestyle.co.uk', 'www.livingproof.co.uk']","[281, 454, 626, 755, 3778]","['itsa10haircare.co.uk', 'www.lookfantastic.com', 'www.thebodyshop.com', 'www.lookfantastic.com', 'www.greenpeople.co.uk', 'www.cultbeauty.co.uk', 'www.thebodyshop.com', 'www.lookfantastic.com', 'uk.vegamour.com']",[1101]
England,27/11/2022,23:41:19,buy shampoo,[6],[2414],2,None,None,TRUE,FALSE,None,TRUE,"['www.cosmetize.com', 'itsa10haircare.co.uk']","[3638, 3789]","['itsa10haircare.co.uk', 'www.lookfantastic.com', 'skincare.bluelagoon.com', 'hello.manual.co', 'www.lookfantastic.com', 'www.thebodyshop.com', 'www.cultbeauty.co.uk', 'www.greenpeople.co.uk', 'answr.uk', 'www.thebodyshop.com', 'shop.alpecin.co.uk', 'monpure.com', 'uk.curlsmith.com', 'thehairmovement.com', 'hermzlabs.com', 'uk.vegamour.com', 'www.lookfantastic.com', 'answr.uk', 'intl.fableandmane.com', 'www.cultbeauty.co.uk', 'www.lookfantastic.com', 'skincare.bluelagoon.com', 'www.greenpeople.co.uk', 'www.cultbeauty.co.uk', 'horace.co', 'uk.olaplex.com']",[959]
England,27/11/2022,23:41:35,buy shampoo,[6],[2379],0,None,None,TRUE,FALSE,None,FALSE,None,None,"['itsa10haircare.co.uk', 'skincare.bluelagoon.com', 'www.lookfantastic.com', 'www.greenpeople.co.uk', 'www.lookfantastic.com', 'www.thebodyshop.com', 'www.cultbeauty.co.uk', 'uk.vegamour.com', 'www.thebodyshop.com', 'answr.uk', 'shop.alpecin.co.uk', 'monpure.com', 'thehairmovement.com', 'hermzlabs.com', 'scandinavianbiolabs.co.uk', 'www.cultbeauty.co.uk', 'minimlrefills.co.uk', 'gkhair.co.uk', 'answr.uk', 'www.greenpeople.co.uk', 'www.cultbeauty.co.uk', 'www.luxuriouslook.co.uk', 'skinspirit.co.uk', 'www.greenpeople.co.uk', 'www.cosmetify.com', 'www.lookfantastic.com']",None
England,27/11/2022,23:41:58,buy shampoo,[6],[2414],0,None,None,TRUE,FALSE,None,TRUE,None,None,"['itsa10haircare.co.uk', 'www.lookfantastic.com', 'www.greenpeople.co.uk', 'www.thebodyshop.com', 'www.thebodyshop.com', 'skincare.bluelagoon.com', 'www.lookfantastic.com', 'www.cultbeauty.co.uk', 'shop.alpecin.co.uk', 'uk.vegamour.com', 'uk.curlsmith.com', 'www.facethefuture.co.uk', 'answr.uk', 'thehairmovement.com', 'uk.olaplex.com', 'scandinavianbiolabs.co.uk', 'hermzlabs.com', 'minimlrefills.co.uk', 'skinspirit.co.uk', 'www.luxuriouslook.co.uk', 'www.cultbeauty.co.uk', 'monpure.com', 'earthlylove.co.uk', 'www.cosmetify.com', 'www.greenerbeauty.com', 'www.greenpeople.co.uk']",[959]
England,27/11/2022,23:42:20,buy shampoo,[6],[2414],0,None,None,TRUE,FALSE,None,TRUE,None,None,"['itsa10haircare.co.uk', 'hello.manual.co', 'skincare.bluelagoon.com', 'www.lookfantastic.com', 'www.thebodyshop.com', 'www.greenpeople.co.uk', 'thehairmovement.com', 'www.lookfantastic.com', 'shop.alpecin.co.uk', 'www.cultbeauty.co.uk', 'uk.olaplex.com', 'www.thebodyshop.com', 'skinspirit.co.uk', 'uk.curlsmith.com', 'skincare.bluelagoon.com', 'answr.uk', 'uk.vegamour.com', 'www.facethefuture.co.uk', 'www.cultbeauty.co.uk', 'hermzlabs.com', 'www.luxuriouslook.co.uk', 'earthlylove.co.uk', 'minimlrefills.co.uk', 'patricksproducts.co.uk', 'tonymaleedyhair.com', 'www.cosmetify.com']",[959]
England,27/11/2022,23:42:32,buy shampoo,[6],[2414],0,None,None,TRUE,FALSE,None,TRUE,None,None,"['hello.manual.co', 'www.petsathome.com', 'itsa10haircare.co.uk', 'www.lookfantastic.com', 'www.thebodyshop.com', 'skincare.bluelagoon.com', 'answr.uk', 'www.greenpeople.co.uk', 'www.cultbeauty.co.uk', 'shop.alpecin.co.uk', 'www.lookfantastic.com', 'skincare.bluelagoon.com', 'skinspirit.co.uk', 'uk.curlsmith.com', 'www.thebodyshop.com', 'skincare.bluelagoon.com', 'patricksproducts.co.uk', 'thehairmovement.com', 'www.cultbeauty.co.uk', 'www.cultbeauty.co.uk', 'tonymaleedyhair.com', 'www.cosmetify.com', 'www.luxuriouslook.co.uk', 'www.cocooncenter.co.uk', 'www.lookfantastic.com', 'www.facethefuture.co.uk']",[959]
England,27/11/2022,23:42:47,buy shampoo,[6],[2379],0,None,None,TRUE,FALSE,None,TRUE,None,None,"['itsa10haircare.co.uk', 'www.lookfantastic.com', 'skincare.bluelagoon.com', 'www.thebodyshop.com', 'www.lookfantastic.com', 'www.cultbeauty.co.uk', 'www.greenpeople.co.uk', 'shop.alpecin.co.uk', 'skinspirit.co.uk', 'answr.uk', 'www.thebodyshop.com', 'patricksproducts.co.uk', 'thehairmovement.com', 'www.cultbeauty.co.uk', 'www.luxuriouslook.co.uk', 'tonymaleedyhair.com', 'www.facethefuture.co.uk', 'www.cocooncenter.co.uk', 'www.cultbeauty.co.uk', 'www.freshlycosmetics.com', 'www.lookfantastic.com', 'hermzlabs.com', 'minimlrefills.co.uk', 'www.cosmetify.com', 'www.unineed.com', 'www.greenerbeauty.com']",[924]
England,27/11/2022,23:43:09,buy shampoo,[6],[2414],0,None,None,TRUE,FALSE,None,TRUE,None,None,"['itsa10haircare.co.uk', 'www.thebodyshop.com', 'www.lookfantastic.com', 'skincare.bluelagoon.com', 'www.lookfantastic.com', 'www.cultbeauty.co.uk', 'www.greenpeople.co.uk', 'shop.alpecin.co.uk', 'thehairmovement.com', 'skinspirit.co.uk', 'www.thebodyshop.com', 'patricksproducts.co.uk', 'answr.uk', 'www.cultbeauty.co.uk', 'tonymaleedyhair.com', 'www.luxuriouslook.co.uk', 'www.cosmetify.com', 'www.lookfantastic.com', 'www.cultbeauty.co.uk', 'www.cocooncenter.co.uk', 'www.facethefuture.co.uk', 'www.freshlycosmetics.com', 'www.beautyhair.co.uk', 'www.lookfantastic.com', 'www.cultbeauty.co.uk', 'www.unineed.com']",[959]
England,27/11/2022,23:43:22,buy shampoo,[6],[2414],0,None,None,TRUE,FALSE,None,TRUE,None,None,"['itsa10haircare.co.uk', 'uk.olaplex.com', 'www.lookfantastic.com', 'www.thebodyshop.com', 'uk.olaplex.com', 'www.cultbeauty.co.uk', 'www.facethefuture.co.uk', 'www.lookfantastic.com', 'shop.alpecin.co.uk', 'skinspirit.co.uk', 'patricksproducts.co.uk', 'answr.uk', 'watermanshair.com']",[959]
England,27/11/2022,23:43:30,buy shampoo,[6],[2414],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[959]
England,27/11/2022,23:43:53,buy shampoo,[6],[2379],0,None,None,TRUE,FALSE,None,TRUE,None,None,"['uk.olaplex.com', 'www.lookfantastic.com', 'www.thebodyshop.com', 'uk.olaplex.com', 'www.lookfantastic.com', 'www.cultbeauty.co.uk', 'skinspirit.co.uk', 'shop.alpecin.co.uk', 'www.facethefuture.co.uk', 'patricksproducts.co.uk']",[924]
England,27/11/2022,23:44:07,buy shampoo,[6],[1960],0,None,None,FALSE,TRUE,None,TRUE,None,None,"['uk.olaplex.com', 'www.lookfantastic.com', 'www.cultbeauty.co.uk', 'shop.alpecin.co.uk', 'www.lookfantastic.com', 'watermanshair.com']",[505]
England,27/11/2022,23:44:26,buy shampoo,[6],[2414],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[959]
England,27/11/2022,23:44:44,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:45:04,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:45:10,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:45:25,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:45:47,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:45:59,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:46:23,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:46:38,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:47:00,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:47:21,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,FALSE,None,None,None,None
England,27/11/2022,23:47:44,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:48:07,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:48:26,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:48:47,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:49:07,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:49:20,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:49:27,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:49:37,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,FALSE,None,None,None,None
England,27/11/2022,23:49:44,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:49:59,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:50:17,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:50:24,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:50:51,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:50:59,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,FALSE,None,None,None,None
England,27/11/2022,23:51:16,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:51:30,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:51:40,buy shampoo,None,None,0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:51:45,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:51:58,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:52:20,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:52:34,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:52:55,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:53:16,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,FALSE,None,None,None,None
England,27/11/2022,23:53:34,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:53:49,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:53:55,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
England,27/11/2022,23:54:12,buy shampoo,[6],[1960],0,None,None,FALSE,FALSE,None,TRUE,None,None,None,[505]
